epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1289.34,1.69317,2.80986,1.3212,0.40055,0.5132,0.43356,0.24676,1.30504,1.73583,1.12664,0.000331237,0.000331237,0.000331237
